sample_id,audio_file,params_file,midi_note,velocity,mod_ratio,mod_index,attack,decay,sustain,release
sample_00022,audio\sample_00022.wav,params\sample_00022.json,56,75,1.0128353660405591,2.2594993289843526,0.0367659376881991,0.27735207566563475,0.6384132053333893,0.34700697403839126
sample_00023,audio\sample_00023.wav,params\sample_00023.json,56,75,3.4985544376184508,4.616660671913167,0.14145025922082083,0.27476334490825177,0.6655015515020238,0.48220751588975086
sample_00024,audio\sample_00024.wav,params\sample_00024.json,56,75,2.164461858159667,9.87534527228055,0.3145133109842118,0.08579412054784452,0.9455082696829518,0.34552726663480543
sample_00025,audio\sample_00025.wav,params\sample_00025.json,56,75,2.6257869787805403,3.4425272634672623,0.038572384535693865,0.20056825021794752,0.9272916253456378,0.4599159047122582
sample_00026,audio\sample_00026.wav,params\sample_00026.json,56,75,0.8409437056962532,7.321354790700636,0.06794820554332485,0.20062159722735293,0.8335014630997866,0.3582428360460338
sample_00027,audio\sample_00027.wav,params\sample_00027.json,56,75,3.5437463506715203,9.043775852947949,0.4771831936750828,0.2943184074843809,0.7148404330511552,0.22718810005194226
sample_00028,audio\sample_00028.wav,params\sample_00028.json,56,75,3.7661960489798747,6.850259811519104,0.2098552872043637,0.25258878904201937,0.8393824039149365,0.054729982956835316
sample_00029,audio\sample_00029.wav,params\sample_00029.json,56,75,1.380604152600895,5.836093333772176,0.050659696374152734,0.10761746770138274,0.5392784444187869,0.07609423437591134
sample_00030,audio\sample_00030.wav,params\sample_00030.json,56,75,1.4745839133947787,0.16138558962290217,0.1202175109568704,0.2268996814499358,0.6077233417413954,0.2749795536882779
sample_00031,audio\sample_00031.wav,params\sample_00031.json,56,75,0.6897955445128126,6.824043335098895,0.12055055804340353,0.24503469215191853,0.41003336787163197,0.06231520408237737
sample_00032,audio\sample_00032.wav,params\sample_00032.json,56,75,1.501106227444443,5.329341578013716,0.018363502873840493,0.07471110961952625,0.3316914422428078,0.4722318869813763
sample_00033,audio\sample_00033.wav,params\sample_00033.json,56,75,3.5583963687054285,1.71824671715876,0.37852521376165826,0.29584077895452604,0.3047278512221172,0.24855922192841673
sample_00034,audio\sample_00034.wav,params\sample_00034.json,56,75,2.8234346889559725,1.0687862240384471,0.21414092316355435,0.45465924379937156,0.315545033319423,0.05478409149248577
sample_00035,audio\sample_00035.wav,params\sample_00035.json,56,75,0.8376812339358222,6.302180392940066,0.18110355866556577,0.18083326025387594,0.670843518409241,0.3070636582120693
sample_00036,audio\sample_00036.wav,params\sample_00036.json,56,75,3.626240763138104,8.754242964068824,0.015641450525165138,0.08845183298795002,0.5403949107239374,0.19499742491684655
sample_00037,audio\sample_00037.wav,params\sample_00037.json,56,75,3.0600741042729265,5.945085302342514,0.029715255339486213,0.06257051671780663,0.3454592823968733,0.1763697840109297
sample_00038,audio\sample_00038.wav,params\sample_00038.json,56,75,2.1650914386731928,4.104540309789675,0.08211619377589564,0.4587215358805501,0.9056170558329679,0.2034643972578719
sample_00039,audio\sample_00039.wav,params\sample_00039.json,56,75,2.1573607195835844,6.230056502769713,0.03530216988783383,0.05521841053981905,0.5900368313947889,0.05382075658148599
sample_00040,audio\sample_00040.wav,params\sample_00040.json,56,75,2.8518259555265346,3.0794051266515767,0.21277988479561422,0.21716417844891034,0.6701015455339332,0.19549763016521332
sample_00041,audio\sample_00041.wav,params\sample_00041.json,56,75,0.5583529961329239,8.595455954481082,0.01402309708227888,0.2759046634757496,0.8316227220896368,0.09502281399807502
sample_00042,audio\sample_00042.wav,params\sample_00042.json,56,75,1.3477792854527968,8.00559695033437,0.11243785338721028,0.22489524821214396,0.6361393722332774,0.08460519993603849
sample_00043,audio\sample_00043.wav,params\sample_00043.json,56,75,2.6918831722837258,9.533636145121985,0.14916975771863314,0.05147480499217675,0.5771839244194814,0.08292940858062677
sample_00044,audio\sample_00044.wav,params\sample_00044.json,56,75,1.2940106679768757,9.101948768218259,0.27200087536997614,0.3373214117571404,0.958447090812721,0.30041393245000064
sample_00045,audio\sample_00045.wav,params\sample_00045.json,56,75,2.7479979056005477,2.009110256811871,0.0639652126442788,0.2517239580686202,0.5861505257115045,0.06628817107310801
sample_00046,audio\sample_00046.wav,params\sample_00046.json,56,75,3.6004616287873974,0.8139090082646494,0.06567119523672262,0.42923386298367455,0.7135221266061711,0.19833417495717043
sample_00047,audio\sample_00047.wav,params\sample_00047.json,56,75,3.9351182534322304,0.11615259871828876,0.47314058072163406,0.43996827574902697,0.8417393785662985,0.2375675694303765
sample_00048,audio\sample_00048.wav,params\sample_00048.json,56,75,2.635649924744931,0.41977170399589814,0.11074987143075068,0.08892124994036256,0.40650051491533606,0.17449732399982082
sample_00049,audio\sample_00049.wav,params\sample_00049.json,56,75,3.114494683687097,7.329642533979116,0.011574863692748833,0.46050738369787086,0.6936236129341036,0.0547055976104119
sample_00050,audio\sample_00050.wav,params\sample_00050.json,56,75,0.8940787134148065,2.4201004449589947,0.015195700286914771,0.15607153003543947,0.44638761579518127,0.2867788725644756
sample_00051,audio\sample_00051.wav,params\sample_00051.json,56,75,3.5109477349176976,9.005420048000035,0.01877556461723829,0.40287656558493534,0.5331214810969073,0.18426480050564367
sample_00052,audio\sample_00052.wav,params\sample_00052.json,56,75,3.769793685916268,9.487957587508017,0.06490971768539942,0.4625045680039257,0.43363232610502866,0.13051762729356425
sample_00053,audio\sample_00053.wav,params\sample_00053.json,56,75,2.674658375324919,9.0397427505312,0.2739576763566038,0.052390560899476434,0.7095187726476451,0.3503045598449005
sample_00054,audio\sample_00054.wav,params\sample_00054.json,56,75,2.5202309076568925,6.785220295772101,0.41311513771786834,0.09937103904109514,0.3327634868903764,0.10204911513137682
sample_00055,audio\sample_00055.wav,params\sample_00055.json,56,75,2.9758952553952054,9.363516028037921,0.026443939311012476,0.11457120235878929,0.6412599572336156,0.058239705683616985
sample_00056,audio\sample_00056.wav,params\sample_00056.json,56,75,3.1009302976859603,4.793108604950138,0.1353485380888719,0.06629596135884307,0.4543556997287511,0.05982529151068273
sample_00057,audio\sample_00057.wav,params\sample_00057.json,56,75,3.134762181420911,5.044884203995338,0.08762687622388285,0.3785210573154199,0.845958119925289,0.057364279574432055
sample_00058,audio\sample_00058.wav,params\sample_00058.json,56,75,2.1358032508075717,8.64315089725037,0.18245913363408778,0.09640203174871742,0.5705703051179893,0.07041891480778763
sample_00059,audio\sample_00059.wav,params\sample_00059.json,56,75,0.7867411011917663,1.23840839509474,0.25362566653046165,0.1017886902837454,0.655571611679607,0.18304287716452106
sample_00060,audio\sample_00060.wav,params\sample_00060.json,56,75,2.5095655781508537,1.0462985110619571,0.053556829821008484,0.056312554052178804,0.4044070935856605,0.1253085669293849
sample_00061,audio\sample_00061.wav,params\sample_00061.json,56,75,3.798307481922482,6.858153698338311,0.06986473625039588,0.06788429038242132,0.9355282056809786,0.25184745836510936
sample_00062,audio\sample_00062.wav,params\sample_00062.json,56,75,1.8274645771857616,8.71732490048545,0.032339360838911604,0.3204925290970578,0.8152132946027384,0.2732280345308978
sample_00063,audio\sample_00063.wav,params\sample_00063.json,56,75,0.5877108994192715,6.874487793691668,0.013192447772310949,0.08886279771403449,0.6009535594919564,0.05966799789472084
sample_00064,audio\sample_00064.wav,params\sample_00064.json,56,75,1.0221205774759383,6.582901126506677,0.017439635374140977,0.36601993001994965,0.398496905799745,0.13916933773550452
sample_00065,audio\sample_00065.wav,params\sample_00065.json,56,75,0.5868027300359111,9.90139474520073,0.012119073898169354,0.05575943479375125,0.35799315433256945,0.12966695566330688
sample_00066,audio\sample_00066.wav,params\sample_00066.json,56,75,0.9937317125947216,0.2773450821721901,0.03443093562069128,0.1830692105997834,0.5308188012976568,0.49102688481943213
sample_00067,audio\sample_00067.wav,params\sample_00067.json,56,75,1.7150925049921661,1.8281713491214668,0.24625914840451704,0.05383567756231463,0.9379730099730847,0.05756688250973528
sample_00068,audio\sample_00068.wav,params\sample_00068.json,56,75,1.4186378261920922,1.2296963339589662,0.24156085693821225,0.3039154100484502,0.530988567721102,0.06614366308822965
sample_00069,audio\sample_00069.wav,params\sample_00069.json,56,75,1.1642746383179459,0.27393333175462775,0.018757559607695967,0.43219602209460223,0.9264942149826492,0.1313030833111034
sample_00070,audio\sample_00070.wav,params\sample_00070.json,56,75,1.9581374442246373,8.95105058211543,0.016962826002738147,0.1507153266650598,0.46904951219898017,0.31752979892068545
sample_00071,audio\sample_00071.wav,params\sample_00071.json,56,75,0.8954559421666135,6.965719448591581,0.06612922595637048,0.1907255396589004,0.9235072214703235,0.11890454103065652
sample_00072,audio\sample_00072.wav,params\sample_00072.json,56,75,1.0803613674202681,9.22558988078761,0.010493065869491837,0.16262958683887022,0.500175745214761,0.06126673464406731
sample_00073,audio\sample_00073.wav,params\sample_00073.json,56,75,1.4262594716965697,4.0195332096135115,0.17950501660747292,0.057296449591523115,0.9733390238127608,0.198092454461496
sample_00074,audio\sample_00074.wav,params\sample_00074.json,56,75,1.9500746437729686,2.9050280281626306,0.12214685654686408,0.06458092814060987,0.9847507217944329,0.14083320573018263
sample_00075,audio\sample_00075.wav,params\sample_00075.json,56,75,2.6364387830527587,7.680536596888539,0.01033923324580263,0.3427989079526885,0.6224867602039525,0.39047274251851627
sample_00076,audio\sample_00076.wav,params\sample_00076.json,56,75,2.00623884925574,0.8286236213751808,0.01904783099734239,0.1277410853540126,0.9586218710582786,0.35339686189487834
sample_00077,audio\sample_00077.wav,params\sample_00077.json,56,75,2.2426499200758485,1.7705164701554355,0.023933671622034695,0.41301876850085795,0.8728091320112694,0.1617107540042742
sample_00078,audio\sample_00078.wav,params\sample_00078.json,56,75,3.8320352881338695,4.4834576307955,0.10316156454919613,0.07137548622029907,0.5494980118152253,0.1522528886697544
sample_00079,audio\sample_00079.wav,params\sample_00079.json,56,75,0.8901258816272886,4.717786514977038,0.011519776543154543,0.06370238652414596,0.8792503222432777,0.4515735730368684
sample_00080,audio\sample_00080.wav,params\sample_00080.json,56,75,1.1770212161914468,4.940557085339474,0.031161226080086712,0.1431793158930329,0.9231445228987785,0.11002714947722048
sample_00081,audio\sample_00081.wav,params\sample_00081.json,56,75,3.3485582860355416,7.994791983189595,0.018745868541201166,0.0858315904419982,0.4997639855676124,0.1081382608534711
sample_00082,audio\sample_00082.wav,params\sample_00082.json,56,75,1.2317346105790348,3.6045368977789947,0.05602758820204047,0.14778944610695216,0.9643642242862329,0.34206127278382875
sample_00083,audio\sample_00083.wav,params\sample_00083.json,56,75,1.5789957336584455,8.519656029246992,0.41058580426301483,0.07819579119123181,0.679513148187306,0.1745990223318172
sample_00084,audio\sample_00084.wav,params\sample_00084.json,56,75,1.6794832361675516,1.941906256501622,0.015682241822592983,0.06207312605674215,0.8264057472244186,0.35904670655697213
sample_00085,audio\sample_00085.wav,params\sample_00085.json,56,75,2.0020990124649947,6.711709674865251,0.06792333038363006,0.18977330259510414,0.346726711314551,0.2058937683028273
sample_00086,audio\sample_00086.wav,params\sample_00086.json,56,75,0.5018699990679936,5.925321301168198,0.04825211515838065,0.22667303609823128,0.5148311445073283,0.08927582696592493
sample_00087,audio\sample_00087.wav,params\sample_00087.json,56,75,3.510503780612159,8.075356918989817,0.014382091941177073,0.3200222329974735,0.9182092149638859,0.2105597577729244
sample_00088,audio\sample_00088.wav,params\sample_00088.json,56,75,3.9360146841145607,1.1337628815394052,0.07903364883444719,0.37671272928324506,0.9634386348895179,0.3728053282561728
sample_00089,audio\sample_00089.wav,params\sample_00089.json,56,75,0.9932146681556502,3.2985596597188294,0.10147514289890783,0.45190154229640866,0.5924453045179827,0.10912561252051152
sample_00090,audio\sample_00090.wav,params\sample_00090.json,56,75,2.979416682367847,1.1264528598834211,0.0738959389915195,0.1290800912734729,0.8371478409907323,0.07934658992024449
sample_00091,audio\sample_00091.wav,params\sample_00091.json,56,75,2.2022859252347584,0.5487741439283378,0.043334247237228694,0.2622981814409642,0.7710386894460877,0.42830938991314327
sample_00092,audio\sample_00092.wav,params\sample_00092.json,56,75,1.9221460099519667,1.63981817678871,0.010292695175129643,0.3167337354299296,0.8870830839832315,0.4030750893503837
sample_00093,audio\sample_00093.wav,params\sample_00093.json,56,75,3.546394040730359,8.048851957333339,0.010880380380722306,0.15108222325968845,0.3579002166085679,0.20626860989461904
sample_00094,audio\sample_00094.wav,params\sample_00094.json,56,75,2.1392128535208172,9.091823707503844,0.13032330255665675,0.1789521885337738,0.31764879071924684,0.056102178341565834
sample_00095,audio\sample_00095.wav,params\sample_00095.json,56,75,2.2596970381190395,2.9409045541079673,0.22742307899011632,0.07971527006407148,0.5876930847140694,0.08209182140836947
sample_00096,audio\sample_00096.wav,params\sample_00096.json,56,75,3.270298760774609,8.655242119830785,0.047219657786240966,0.3010939929767588,0.6773680122173025,0.13335210050937585
sample_00097,audio\sample_00097.wav,params\sample_00097.json,56,75,3.248352300739505,6.401123436915367,0.3085829446917008,0.1008648177393681,0.5101749312457279,0.38597382624405546
sample_00098,audio\sample_00098.wav,params\sample_00098.json,56,75,0.7552613264242305,8.418595525807994,0.0827349908808094,0.252959076242522,0.8271824495411935,0.1423007633857104
sample_00099,audio\sample_00099.wav,params\sample_00099.json,56,75,2.5894351035995005,8.11406899034171,0.05474683559634167,0.1337623907887292,0.7870991717449415,0.05527185363748963
sample_00100,audio\sample_00100.wav,params\sample_00100.json,56,75,2.647806129614977,3.691860192442278,0.08592802438227654,0.0839645776729592,0.9082893646255845,0.1974313806317847
sample_00101,audio\sample_00101.wav,params\sample_00101.json,56,75,2.845278822227519,6.991160752231837,0.1276558660985795,0.27538045811334766,0.4425900416371435,0.22787281372767723
sample_00102,audio\sample_00102.wav,params\sample_00102.json,56,75,1.112149973849158,4.046022825367679,0.030796930649622824,0.07674683871675972,0.39734788756774786,0.0902563443390669
sample_00103,audio\sample_00103.wav,params\sample_00103.json,56,75,2.6915755587864685,2.6808966964609993,0.01657440648010608,0.13793572900821885,0.7729814314020069,0.17982469520355346
sample_00104,audio\sample_00104.wav,params\sample_00104.json,56,75,1.4257177865877333,3.8935104967898226,0.015553371468850816,0.46046700578948335,0.7252187261478582,0.2998725604328479
sample_00105,audio\sample_00105.wav,params\sample_00105.json,56,75,1.8294889014554996,8.450873149153797,0.011459414685340657,0.0839438806039607,0.49109921736905504,0.05716794329254039
sample_00106,audio\sample_00106.wav,params\sample_00106.json,56,75,1.214597196444112,9.798810941796502,0.06482911177308709,0.05227066485839634,0.8094985551702569,0.13593384368236472
sample_00107,audio\sample_00107.wav,params\sample_00107.json,56,75,1.474872999209945,3.0232538898804764,0.12630628195711605,0.18505741795450462,0.8572766742276354,0.08632758855348104
sample_00108,audio\sample_00108.wav,params\sample_00108.json,56,75,2.2796652231231733,6.657160469139209,0.010492704797922981,0.061445169128232946,0.6011498054087596,0.4586694277825947
sample_00109,audio\sample_00109.wav,params\sample_00109.json,56,75,0.6271010977855375,6.803691005597817,0.025384743548242893,0.17607994431155183,0.5363770683171482,0.2632345467776009
sample_00110,audio\sample_00110.wav,params\sample_00110.json,56,75,0.6672798943498713,8.898501453494251,0.04498719740745786,0.19758215318692637,0.45291266562004884,0.12809394146611544
sample_00111,audio\sample_00111.wav,params\sample_00111.json,56,75,3.393478479406685,6.495998505993255,0.011359439515782896,0.40320116356994423,0.7695514877698051,0.3105545764904942
sample_00112,audio\sample_00112.wav,params\sample_00112.json,56,75,3.160882749349425,9.012619087005557,0.02637954556963527,0.06030437970367902,0.547038258096752,0.20496487961446858
sample_00113,audio\sample_00113.wav,params\sample_00113.json,56,75,1.9222878310371407,7.198413739935299,0.025366529128921764,0.08525418444804271,0.9025510043868941,0.23182543915910253
sample_00114,audio\sample_00114.wav,params\sample_00114.json,56,75,0.8152718095560113,7.976659555280503,0.1593725636815168,0.3417629452078492,0.31869310104937537,0.4489001135913919
sample_00115,audio\sample_00115.wav,params\sample_00115.json,56,75,0.7948621702906618,5.244989928793824,0.25952530253585887,0.21067507031813784,0.974872718497015,0.10504726788324546
sample_00116,audio\sample_00116.wav,params\sample_00116.json,56,75,3.768611043696963,7.7925823555125096,0.015734115155190725,0.06609598180062061,0.31914109880041974,0.3313193058751766
sample_00117,audio\sample_00117.wav,params\sample_00117.json,56,75,2.9463583688971706,0.8052077278823411,0.4076915992089306,0.26342001263347653,0.7677659214406938,0.1310248973344713
sample_00118,audio\sample_00118.wav,params\sample_00118.json,56,75,0.8923947967108372,7.693069442292896,0.04056821371845504,0.0561454433244748,0.6239356896956693,0.05198119721891216
sample_00119,audio\sample_00119.wav,params\sample_00119.json,56,75,1.0622122093603492,5.107738483393441,0.1956103980404529,0.2545500197312,0.6378160368345689,0.18038994406255007
sample_00120,audio\sample_00120.wav,params\sample_00120.json,56,75,3.6874633435784543,6.096085713997298,0.14016519810702202,0.4650325083970977,0.6615412187182417,0.05502883042181121
sample_00121,audio\sample_00121.wav,params\sample_00121.json,56,75,1.1471387781943025,4.096951213104213,0.4765950247004664,0.13490399265241432,0.4205137312124363,0.3501835350118065
sample_00122,audio\sample_00122.wav,params\sample_00122.json,56,75,3.075536964468549,9.062761315887379,0.030243418215887097,0.12235373878647288,0.4334461939632976,0.27080053919840485
sample_00123,audio\sample_00123.wav,params\sample_00123.json,56,75,2.734438569188837,4.373231314824016,0.023321130627069645,0.20664203409059612,0.5797051251341501,0.11843824377206802
sample_00124,audio\sample_00124.wav,params\sample_00124.json,56,75,2.284675873116058,3.9850439256267856,0.12548113731790414,0.25061625559551143,0.6051992257261705,0.14811659747084632
sample_00125,audio\sample_00125.wav,params\sample_00125.json,56,75,3.921009501924388,8.141213995603241,0.011832507760710953,0.12073066945394614,0.7169831861742079,0.14616456726585916
sample_00126,audio\sample_00126.wav,params\sample_00126.json,56,75,1.8229124715861902,4.825385346867242,0.03591033672895808,0.3916838331960098,0.6915928851118898,0.09409092554866234
sample_00127,audio\sample_00127.wav,params\sample_00127.json,56,75,2.414218980327391,4.993119804775624,0.3008459032140966,0.09654606905254785,0.47215560560783776,0.12290671935833256
sample_00128,audio\sample_00128.wav,params\sample_00128.json,56,75,3.1731195728669865,2.070266546817429,0.017478790872479725,0.40540174744295565,0.3437203767491978,0.1487167938749324
sample_00129,audio\sample_00129.wav,params\sample_00129.json,56,75,1.2855221817433025,4.932935245316644,0.02316615289885531,0.07687693521671142,0.5052975023368803,0.3558110840068383
sample_00130,audio\sample_00130.wav,params\sample_00130.json,56,75,1.2741255521872081,6.32205348609829,0.012963001146340842,0.3579225517680894,0.647171535378882,0.1555747839196974
sample_00131,audio\sample_00131.wav,params\sample_00131.json,56,75,0.7447208293171559,0.6997237702951498,0.07423884902233092,0.11999919702180058,0.795483748471137,0.06375382003219411
sample_00132,audio\sample_00132.wav,params\sample_00132.json,56,75,0.5629121160561383,8.662404209194191,0.03858147206261007,0.29630021063278783,0.3662824674890625,0.06754204120766019
sample_00133,audio\sample_00133.wav,params\sample_00133.json,56,75,2.3040881834892355,5.6411132167056275,0.044755713349153486,0.1300537539787828,0.5625831530345092,0.24845261943575855
sample_00134,audio\sample_00134.wav,params\sample_00134.json,56,75,0.9440748483758583,9.006926145776266,0.029004333358974854,0.48350053940819837,0.44971481101234684,0.06570740795372465
sample_00135,audio\sample_00135.wav,params\sample_00135.json,56,75,3.5335602459852735,6.161249741265591,0.034732812837753466,0.3203807127517455,0.6441183651602937,0.13265515106173964
sample_00136,audio\sample_00136.wav,params\sample_00136.json,56,75,3.5006301938268587,9.766854175756462,0.13666691111959053,0.22345269114339258,0.9439040370443796,0.28819404754326056
sample_00137,audio\sample_00137.wav,params\sample_00137.json,56,75,2.283998950705211,9.283705923596044,0.05397894902921382,0.4295371560507678,0.4720284831536895,0.056294937820935656
sample_00138,audio\sample_00138.wav,params\sample_00138.json,56,75,3.300332832610517,2.3978145831996143,0.24693096045598115,0.06571928687247726,0.7548305258432574,0.1641882424849724
sample_00139,audio\sample_00139.wav,params\sample_00139.json,56,75,1.3536227571724095,7.961440626963081,0.2039570014523355,0.39766754379478986,0.4660285002502077,0.09847898145879132
sample_00140,audio\sample_00140.wav,params\sample_00140.json,56,75,1.4526244083748692,2.9313052963461983,0.07055487184573667,0.08459301099839038,0.8180004585833531,0.451334276613012
sample_00141,audio\sample_00141.wav,params\sample_00141.json,56,75,0.8429865402404988,1.0704017882367134,0.07877456139697028,0.05785818507486066,0.8008876706360237,0.3553806142246682
sample_00142,audio\sample_00142.wav,params\sample_00142.json,56,75,2.9149693353205355,6.817204441196694,0.013862877463766946,0.20336806195172918,0.8569036947684974,0.44884863127883
sample_00143,audio\sample_00143.wav,params\sample_00143.json,56,75,2.4914437770723294,4.483189636001369,0.14493684955758326,0.41930261538525526,0.6332208396688686,0.07611891019059107
sample_00144,audio\sample_00144.wav,params\sample_00144.json,56,75,0.8070199921549199,5.179874041967452,0.011795033033626272,0.07621659687224831,0.5771820912335048,0.08004126348534159
sample_00145,audio\sample_00145.wav,params\sample_00145.json,56,75,3.9751381471881397,8.751415290975933,0.3925343594970866,0.2568334737154071,0.4025945033968046,0.4638921179423341
sample_00146,audio\sample_00146.wav,params\sample_00146.json,56,75,3.253236705168277,6.177841567699919,0.012888201761915331,0.22846314412921054,0.6704433496673733,0.09417470134001836
sample_00147,audio\sample_00147.wav,params\sample_00147.json,56,75,3.8659797526145296,6.3750348692168535,0.020514463714965958,0.3229873659017181,0.7327271684402492,0.11145202907327059
sample_00148,audio\sample_00148.wav,params\sample_00148.json,56,75,2.301807642647261,1.3851797315191738,0.1501756593990208,0.23768389383269156,0.4138533789861817,0.42570319817556734
sample_00149,audio\sample_00149.wav,params\sample_00149.json,56,75,0.620262750381575,8.648947327394028,0.13593157519679808,0.22727084348104165,0.5297189953060311,0.27961025513592885
sample_00150,audio\sample_00150.wav,params\sample_00150.json,56,75,2.7257029804136956,6.641864565622857,0.031342982580151175,0.0706782318900329,0.7515592991990631,0.2995687465975851
sample_00151,audio\sample_00151.wav,params\sample_00151.json,56,75,3.920009972618916,1.3644284584623023,0.055705396669882196,0.10045538546087586,0.9749196295707243,0.15749098853525403
sample_00152,audio\sample_00152.wav,params\sample_00152.json,56,75,2.3507226296607295,6.716750179972815,0.4992247827957047,0.14761608036044765,0.5680123614206712,0.44989650422495275
sample_00153,audio\sample_00153.wav,params\sample_00153.json,56,75,1.6210204900758949,5.87218446508807,0.02774513970304257,0.12321895548652173,0.77379567271196,0.15143513078526305
sample_00154,audio\sample_00154.wav,params\sample_00154.json,56,75,0.633218853252952,5.349042656989459,0.029428637604393952,0.1538461506762689,0.9464680767167293,0.10899296727388258
sample_00155,audio\sample_00155.wav,params\sample_00155.json,56,75,2.5666173267790144,8.790479440747541,0.02939563939118921,0.0748646224105989,0.5178992205695833,0.23250426058081428
sample_00156,audio\sample_00156.wav,params\sample_00156.json,56,75,3.387745280973483,3.9864841818779673,0.020000122071433767,0.11964311392316809,0.8714210146072716,0.11895318225167884
sample_00157,audio\sample_00157.wav,params\sample_00157.json,56,75,3.4130997682748943,3.801510065747217,0.3817355761785684,0.496631362657366,0.8763130347528894,0.054594858228923696
sample_00158,audio\sample_00158.wav,params\sample_00158.json,56,75,0.9513472790278057,6.867384604492343,0.2903922407334432,0.12665958433698266,0.9900419869838826,0.27118777723222376
sample_00159,audio\sample_00159.wav,params\sample_00159.json,56,75,2.118324561304723,0.013437823184435649,0.11789662855229945,0.3286500998984021,0.9672030549964594,0.14783107902413392
sample_00160,audio\sample_00160.wav,params\sample_00160.json,56,75,1.7587463702964092,3.1345679862039777,0.11100735716981673,0.3787436116692072,0.9906882898045948,0.10711398070420594
sample_00161,audio\sample_00161.wav,params\sample_00161.json,56,75,1.8516044859962473,8.392868717687826,0.018419184971530212,0.29029494244203613,0.5853303083957496,0.32886474139759153
sample_00162,audio\sample_00162.wav,params\sample_00162.json,56,75,2.190920259733887,2.6424383092663186,0.04238122284427405,0.2682829123653549,0.6254078784988479,0.14063920442181066
sample_00163,audio\sample_00163.wav,params\sample_00163.json,56,75,1.3233431979637926,5.273049565661301,0.10077909357675476,0.1018814419918009,0.42542210590797114,0.43983161745384003
